Ref,Topic En,Topic He,Slug
Bava Kamma 101a:13,Laws of the Prohibitions of Eating Vegetation,הלכות איסורי אכילה מן הצומח,laws-of-the-prohibitions-of-eating-vegetation
Bava Kamma 101a:13,Hilchot Neta Revai Veorlah,הלכות נטע רבעי וערלה,hilchot-neta-revai-veorlah
Bava Kamma 101a:13,Principle Concepts of Marital Law,מושגים עקרוניים בהלכות אישות,principle-concepts-of-marital-law
Bava Kamma 101a:15,Laws of Seventh Year Produce,דיני גידולי שביעית,laws-of-seventh-year-produce
Bava Kamma 101b:1-3,Laws of Contracting Impurity from a Corpse,דיני ההיטמאות במת,laws-of-contracting-impurity-from-a-corpse
Bava Kamma 101b:4-102a:7,Laws of Seventh Year Produce,דיני גידולי שביעית,laws-of-seventh-year-produce
Bava Kamma 102a:11,Laws of Dissociation from Idolatry and its Worshippers,הלכות היבדלות מעבודה זרה ומעובדיה,laws-of-dissociation-from-idolatry-and-its-worshippers
Bava Kamma 102a:13,Laws of Retraction of a Transaction before its Completion,דיני חזרה מעסקה לפני שנשלמה,laws-of-retraction-of-a-transaction-before-its-completion
Bava Kamma 102b:1,Laws of Agents,דיני שלוחים,laws-of-agents
Bava Kamma 102b:1,Sales Law,הלכות מכירה,sales-law
Bava Kamma 102b:1,Laws of Partnerships,דיני שותפים,laws-of-partnerships
Bava Kamma 102b:8,Laws of Appraisals of People and their Value,דיני ערכי אדם ודמיו,laws-of-appraisals-of-people-and-their-value
Bava Kamma 102b:11,Laws of Hekdesh and Cherem,דיני הקדש וחרם,laws-of-hekdesh-and-cherem
Bava Kamma 102b:12,Laws of Appraisals of People and their Value,דיני ערכי אדם ודמיו,laws-of-appraisals-of-people-and-their-value
Bava Kamma 102b:20-103a:3,Laws of Agents,דיני שלוחים,laws-of-agents
Bava Kamma 102b:20-103a:3,Sales Law,הלכות מכירה,sales-law
Bava Kamma 103a:7,Laws of Interest on Loans and in Commerce,דיני ריבית בהלוואה ובמסחר,laws-of-interest-on-loans-and-in-commerce
Bava Kamma 103a:8-103b:6,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 103b:2,Types of Oaths and their Specifications,מיני השבועות וגדריהן,types-of-oaths-and-their-specifications
Bava Kamma 103b:8-10,Stipulations of a Purchased Acquisition,גדרי המקח הנקנה,stipulations-of-a-purchased-acquisition
Bava Kamma 103b:12-104a:3,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 104a:3,Laws of Agents,דיני שלוחים,laws-of-agents
Bava Kamma 104a:5-13,Laws of Borrowers,דיני שואל,laws-of-borrowers
Bava Kamma 104a:13-104b:4,Laws of Agents,דיני שלוחים,laws-of-agents
Bava Kamma 104b:3,Rava,רבא,rava
Bava Kamma 104b:7-15,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 104b:16,Laws of Debt Collection,דיני גביית החוב,laws-of-debt-collection
Bava Kamma 105a:1,Laws of Oaths over Deposits,דיני שבועת הפיקדון,laws-of-oaths-over-deposits
Bava Kamma 105a:1-8,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 105a:9-11,Laws of Shaving and Sacrifices of the Nazirite,דיני התגלחת וקרבנות הנזיר,laws-of-shaving-and-sacrifices-of-the-nazirite
Bava Kamma 105a:12-15,Laws of Prevention of Impurity in a Tent Containing a Corpse,דיני הצלה מטומאה באוהל המת,laws-of-prevention-of-impurity-in-a-tent-containing-a-corpse
Bava Kamma 105a:16-105b:13,Laws of Oaths over Deposits,דיני שבועת הפיקדון,laws-of-oaths-over-deposits
Bava Kamma 105b:17,Laws of Oaths over Testimony,דיני שבועת העדות,laws-of-oaths-over-testimony
Bava Kamma 105b:19,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 105b:22-106a:10,Laws of Litigant Oaths,דיני שבועות בעלי הדין,laws-of-litigant-oaths
Bava Kamma 106a:11,Laws of Oaths over Deposits,דיני שבועת הפיקדון,laws-of-oaths-over-deposits
Bava Kamma 106b:3-17,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 106b:17,Laws of Guardianship,דיני שומרים,laws-of-guardianship
Bava Kamma 106b:17-107a:1,Laws of Litigant Oaths,דיני שבועות בעלי הדין,laws-of-litigant-oaths
Bava Kamma 107a:1,Laws of Oaths in Court,דיני שבועות בבית דין,laws-of-oaths-in-court
Bava Kamma 107a:1,Laws of Acceptance of Testimony,דיני קבלת העדות,laws-of-acceptance-of-testimony
Bava Kamma 107b:6-9,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 107b:10,Laws of Voluntary Guardians,דיני שומר חינם,laws-of-voluntary-guardians
Bava Kamma 107b:10,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 108a:6-11,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 108a:12-14,Laws of Voluntary Guardians,דיני שומר חינם,laws-of-voluntary-guardians
Bava Kamma 108b:4-9,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 108b:9-12,Laws of Voluntary Guardians,דיני שומר חינם,laws-of-voluntary-guardians
Bava Kamma 108b:15,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 108b:16-109a:1,Laws of Vows and their Release,דיני הנדרים והתרתם,laws-of-vows-and-their-release
Bava Kamma 109a:2-109b:9,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 109b:14,Laws of Appraisals of Fields,דיני ערכי שדות,laws-of-appraisals-of-fields
Bava Kamma 109b:15-110a:7,Laws of Temple Workers,הלכות העובדים במקדש,laws-of-temple-workers
Bava Kamma 110a:3,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Bava Kamma 110a:6,Conditions that Forbid One from Entering the Temple and Serving in It,מצבים האוסרים כניסה למקדש ועבודה בו,conditions-that-forbid-one-from-entering-the-temple-and-serving-in-it
Bava Kamma 110a:8-19,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 110b:5,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Bava Kamma 110b:6-9,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 110b:10-11,Laws of the Animal Tithe,דיני מעשר בהמה,laws-of-the-animal-tithe
Bava Kamma 110b:12-16,Laws of Gifts to the Priesthood,הלכות מתנות הכהונה,laws-of-gifts-to-the-priesthood
Bava Kamma 110b:17,Laws of the Animal Tithe,דיני מעשר בהמה,laws-of-the-animal-tithe
Bava Kamma 110b:17,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 110b:19-20,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Bava Kamma 111a:2-4,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 111a:13,Laws of Regular and Additional Shabbat Sacrifices,הלכות תמידין ומוספי שבת,laws-of-regular-and-additional-shabbat-sacrifices
Bava Kamma 111a:18,Laws of Misappropriation of Items Sanctified for the Altar,דיני מעילה בקדשי מזבח,laws-of-misappropriation-of-items-sanctified-for-the-altar
Bava Kamma 111b:1-8,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 112a:2,Laws of Interest on Loans and in Commerce,דיני ריבית בהלוואה ובמסחר,laws-of-interest-on-loans-and-in-commerce
Bava Kamma 112a:6-7,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 112a:8-9,Laws of Borrowers,דיני שואל,laws-of-borrowers
Bava Kamma 112a:11,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 112a:15,Laws of Debt Collection,דיני גביית החוב,laws-of-debt-collection
Bava Kamma 112b,Laws of Judges and Courts,הלכות בתי הדין והדיינים,laws-of-judges-and-courts
Bava Kamma 112b,Procedures for Judges and Conduct towards Them,הנחיות לדיינים והיחס אליהם,procedures-for-judges-and-conduct-towards-them
Bava Kamma 112b:2-3,Laws of Debt Collection,דיני גביית החוב,laws-of-debt-collection
Bava Kamma 112b:4-7,Laws of Acceptance of Testimony,דיני קבלת העדות,laws-of-acceptance-of-testimony
Bava Kamma 112b:7,Laws of Judges and Courts,הלכות בתי הדין והדיינים,laws-of-judges-and-courts
Bava Kamma 112b:8-17,Laws of Debt Collection,דיני גביית החוב,laws-of-debt-collection
Bava Kamma 112b:9,Laws of Acceptance of Testimony,דיני קבלת העדות,laws-of-acceptance-of-testimony
Bava Kamma 112b:18-19,Procedures for Judges and Conduct towards Them,הנחיות לדיינים והיחס אליהם,procedures-for-judges-and-conduct-towards-them
Bava Kamma 113a,Laws of Judges and Courts,הלכות בתי הדין והדיינים,laws-of-judges-and-courts
Bava Kamma 113a:1-9,Procedures for Judges and Conduct towards Them,הנחיות לדיינים והיחס אליהם,procedures-for-judges-and-conduct-towards-them
Bava Kamma 113a:8-9,Laws of Judges and Courts,הלכות בתי הדין והדיינים,laws-of-judges-and-courts
Bava Kamma 113a:12-16,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 113a:14,Kings,מלך,kings
Bava Kamma 113a:16,Laws of Forbidden Mixtures in Garments,הלכות כלאי בגדים,laws-of-forbidden-mixtures-in-garments
Bava Kamma 113a:19-20,Types of Oaths and their Specifications,מיני השבועות וגדריהן,types-of-oaths-and-their-specifications
Bava Kamma 113a:19-21,Laws of Vows and their Release,דיני הנדרים והתרתם,laws-of-vows-and-their-release
Bava Kamma 113a:21,The Seven Noahide Laws,שבע מצוות בני נח,the-seven-noahide-laws
Bava Kamma 113a:21-23,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 113a:23,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 113b:1,Laws of Measures and Weights,דיני מידות ומשקולות,laws-of-measures-and-weights
Bava Kamma 113b:1-20,Laws of [Courts and] Judges,הלכות שופטים,laws-of-courts-and-judges
Bava Kamma 113b:5,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 113b:6,Acceptance of Nazarite Vows and its Duration,קבלת הנזירות ומשכה,acceptance-of-nazarite-vows-and-its-duration
Bava Kamma 113b:6,Laws of Hebrew Jewish Slaves,דיני עבד עברי,laws-of-hebrew-jewish-slaves
Bava Kamma 113b:7,"Theft, Robbery and Murder","גְּנֵבָה, גְּזֵלָה וּשְׁפִיכוּת דָּמִים",theft-robbery-and-murder
Bava Kamma 113b:7-11,Laws of Lost Objects,דיני אבדה,laws-of-lost-objects
Bava Kamma 113b:13-20,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 113b:18,Laws of Property Damage,דיני מזיק ממון,laws-of-property-damage
Bava Kamma 113b:21,Laws of Honoring the Sages,דיני כבוד החכמים,laws-of-honoring-the-sages
Bava Kamma 113b:21-114a:2,Laws of Testimony,הלכות עדות,laws-of-testimony
Bava Kamma 114a:3-4,Laws of Adjoining Properties,דיני בן המצר,laws-of-adjoining-properties
Bava Kamma 114a:3-29,Laws of [Courts and] Judges,הלכות שופטים,laws-of-courts-and-judges
Bava Kamma 114a:4,Laws of Honoring the Sages,דיני כבוד החכמים,laws-of-honoring-the-sages
Bava Kamma 114a:5,Laws of Lost Objects,דיני אבדה,laws-of-lost-objects
Bava Kamma 114a:5-114b:17,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 114b:18,Permissibility for a Woman to Remarry after Separation from or Death of Husband,"היתר אישה להינשא אחרי מיאון, גירושין ומיתת הבעל",permissibility-for-a-woman-to-remarry-after-separation-from-or-death-of-husband
Bava Kamma 114b:20-24,Laws of Those Forbidden to Marry Priests,הלכות איסורי כהונה,laws-of-those-forbidden-to-marry-priests
Bava Kamma 114b:28-37,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 115a,Laws of Judges and Courts,הלכות בתי הדין והדיינים,laws-of-judges-and-courts
Bava Kamma 115a:6,Additional Gifts to the Priesthood,מתנות כהונה נוספות,additional-gifts-to-the-priesthood
Bava Kamma 115a:11-27,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 115a:28-115b:2,Laws of Lost Objects,דיני אבדה,laws-of-lost-objects
Bava Kamma 115b:3,Obligation of the Priestly Tithe and its Separation,חיוב תרומה והפרשתה,obligation-of-the-priestly-tithe-and-its-separation
Bava Kamma 115b:4,Laws of Lost Objects,דיני אבדה,laws-of-lost-objects
Bava Kamma 115b:5-6,Dinei Ma'aser Sheni,דיני מעשר שני,dinei-maaser-sheni
Bava Kamma 115b:9-10,Laws for the Protection of Life,דיני שמירת הנפש,laws-for-the-protection-of-life
Bava Kamma 115b:14,Obligation of the Priestly Tithe and its Separation,חיוב תרומה והפרשתה,obligation-of-the-priestly-tithe-and-its-separation
Bava Kamma 116a:1,Laws of Eating the Priestly Tithe,דיני אכילת התרומה,laws-of-eating-the-priestly-tithe
Bava Kamma 116a:3-12,Laws of Lost Objects,דיני אבדה,laws-of-lost-objects
Bava Kamma 116a:13,Laws of Engagement of Workers,דיני שכירות פועלים,laws-of-engagement-of-workers
Bava Kamma 116b:1-22,Laws of [Courts and] Judges,הלכות שופטים,laws-of-courts-and-judges
Bava Kamma 116b:3-9,Laws of Personal Injury,הלכות חובל ומזיק,laws-of-personal-injury
Bava Kamma 116b:3-15,Laws of Lost Objects,דיני אבדה,laws-of-lost-objects
Bava Kamma 116b:10,Laws of Partnerships,דיני שותפים,laws-of-partnerships
Bava Kamma 116b:13-14,Laws of Engagement of Workers,דיני שכירות פועלים,laws-of-engagement-of-workers
Bava Kamma 116b:15,Laws of Partnerships,דיני שותפים,laws-of-partnerships
Bava Kamma 116b:16-20,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 117a,Laws of Judges and Courts,הלכות בתי הדין והדיינים,laws-of-judges-and-courts
Bava Kamma 117a,Procedures for Judges and Conduct towards Them,הנחיות לדיינים והיחס אליהם,procedures-for-judges-and-conduct-towards-them
Bava Kamma 117a:1-25,Laws of [Courts and] Judges,הלכות שופטים,laws-of-courts-and-judges
Bava Kamma 117a:2,Laws of Property Damage,דיני מזיק ממון,laws-of-property-damage
Bava Kamma 117a:8,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 117a:11-18,Laws of Property Damage,דיני מזיק ממון,laws-of-property-damage
Bava Kamma 117a:19,Exile of the Jewish People,גלות ישראל,exile-of-the-jewish-people
Bava Kamma 117b:1,Rabbi Yochanan (Hanapacha) and Rabbi Shimon b. Lakish (Reish Lakish),רַ' יוֹחָנָן (בֶּן הַנַּפָּח) וְרַ' שִׁמְעוֹן בֶּן לָקִישׁ (רֵישׁ לָקִישׁ),rabbi-yochanan-(hanapacha)-and-rabbi-shimon-b-lakish-(reish-lakish)
Bava Kamma 117b:8-9,Laws of Voluntary Guardians,דיני שומר חינם,laws-of-voluntary-guardians
Bava Kamma 117b:10-13,Laws of Property Damage,דיני מזיק ממון,laws-of-property-damage
Bava Kamma 117b:12,Livelihood,פרנסה,livelihood
Bava Kamma 117b:14,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 117b:20,Laws of Litigant Oaths,דיני שבועות בעלי הדין,laws-of-litigant-oaths
Bava Kamma 117b:20,Laws of Oaths over Deposits,דיני שבועת הפיקדון,laws-of-oaths-over-deposits
Bava Kamma 117b:20,Laws of Guardianship,דיני שומרים,laws-of-guardianship
Bava Kamma 117b:20,Stipulations of a Purchased Acquisition,גדרי המקח הנקנה,stipulations-of-a-purchased-acquisition
Bava Kamma 118a:2,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 118a:2-4,Laws of Voluntary Guardians,דיני שומר חינם,laws-of-voluntary-guardians
Bava Kamma 118a:2-4,Laws of Debt Collection,דיני גביית החוב,laws-of-debt-collection
Bava Kamma 118a:5,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 118a:5-10,Laws of Litigant Oaths,דיני שבועות בעלי הדין,laws-of-litigant-oaths
Bava Kamma 118a:11-119a:3,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 118b:6-119a:5,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 119a:7,Laws of Property Damage,דיני מזיק ממון,laws-of-property-damage
Bava Kamma 119a:13,Laws of Robbery,דיני גזלה,laws-of-robbery
Bava Kamma 119a:13,"Theft, Robbery and Murder","גְּנֵבָה, גְּזֵלָה וּשְׁפִיכוּת דָּמִים",theft-robbery-and-murder
Bava Kamma 119a:17,Tzedakah,צדקה,tzedakah
Bava Kamma 119a:18,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 119a:18-21,Laws of Charity,הלכות צדקה,laws-of-charity
Bava Kamma 119a:20,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 119a:21,Tzedakah,צדקה,tzedakah
Bava Kamma 119a:22-119b:6,Laws of Theft,הלכות גניבה,laws-of-theft
Bava Kamma 119b:12,Hilchot Tsitsit,הלכות ציצית,hilchot-tsitsit
Bava Metzia 2a:1-4,Laws of Presumptions of Ownership of Movable Property,דיני חזקת מיטלטלין,laws-of-presumptions-of-ownership-of-movable-property
Bava Metzia 2a:8,Laws of Lost Objects,דיני אבדה,laws-of-lost-objects
Bava Metzia 2a:11-2b:3,Stipulations of a Purchased Acquisition,גדרי המקח הנקנה,stipulations-of-a-purchased-acquisition
